,queryNumber,tableId,queryContents,relevance,queryLength,queryStringLength,numCols,numRows,firstColHits,secondColHits,pageTitle_idf,sectionTitle_idf,tableCaption_idf,tableHeading_idf,tableBody_idf,all_idf,earlyWE,late-maxWE,late-avgWE,late-sumWE,cearly,cmax,csum,cavg,google_early,google_late_max,google_late_avg,google_late_sum 
886,18,table-0024-851,professional wrestlers,2,2,22,5,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5877,1.0,0.2178,11.7633,0.0,0.0,0.0,0.0,0.5547,1.0000,0.1432,7.1617
887,18,table-0024-852,professional wrestlers,2,2,22,5,2,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.6184,1.0,0.23600000000000002,11.3286,0.0,0.0,0.0,0.0,0.5787,1.0000,0.1476,7.0829
888,18,table-0650-180,professional wrestlers,2,2,22,7,15,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5152,1.0,0.1699,29.5601,0.1114,0.7746,0.7746,0.1291,0.3866,1.0000,0.1028,16.8526
889,18,table-1650-553,professional wrestlers,2,2,22,5,1,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5676,1.0,0.2317,6.4878,0.0,0.0,0.0,0.0,0.4989,1.0000,0.1472,4.1229
890,18,table-0884-202,professional wrestlers,2,2,22,4,19,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.3706,1.0,0.1257,12.824000000000002,0.0364,0.2,0.2,0.0333,0.3733,1.0000,0.1130,9.7197
891,18,table-0650-177,professional wrestlers,2,2,22,7,29,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4915,1.0,0.1623,37.0057,0.086,0.7746,0.7746,0.1291,0.3854,1.0000,0.1054,22.1345
892,18,table-0239-407,professional wrestlers,2,2,22,4,4,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4962,1.0,0.1704,6.1331,0.0,0.0,0.0,0.0,0.4838,1.0000,0.1387,4.1610
893,18,table-0871-314,professional wrestlers,2,2,22,9,37,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.46799999999999997,1.0,0.1372,61.2056,0.0,0.0,0.0,0.0,0.4083,1.0000,0.0998,38.9205
894,18,table-0650-178,professional wrestlers,2,2,22,7,53,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4924,1.0,0.1496,50.5535,0.0942,0.7746,0.7746,0.1291,0.4057,1.0000,0.1050,31.9229
895,18,table-0650-179,professional wrestlers,2,2,22,8,33,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5168,1.0,0.1464,50.3573,0.1034,0.7746,0.7746,0.1291,0.4211,1.0000,0.1011,30.1319
896,18,table-1134-978,professional wrestlers,2,2,22,3,15,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.1553,1.0,0.0561,4.0368,0.1486,0.7071,1.4142,0.1179,0.4893,1.0000,0.1337,5.3495
897,18,table-0826-552,professional wrestlers,2,2,22,2,4,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5202,1.0,0.1715,5.1449,0.0,0.0,0.0,0.0,0.6346,1.0000,0.1806,3.9735
898,18,table-0587-437,professional wrestlers,2,2,22,3,2,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.6304,1.0,0.2207,7.0611,0.0,0.0,0.0,0.0,0.6472,1.0000,0.1747,5.2407
899,18,table-0588-897,professional wrestlers,2,2,22,4,5,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5955,1.0,0.2074,7.0511,0.0,0.0,0.0,0.0,0.6019,1.0000,0.1692,5.4141
900,18,table-1526-870,professional wrestlers,2,2,22,2,7,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.3085,1.0,0.0992,2.9754,0.0,0.0,0.0,0.0,0.5242,1.0000,0.1440,2.5928
901,18,table-0899-963,professional wrestlers,2,2,22,3,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4816,1.0,0.1684,7.0729999999999995,0.0,0.0,0.0,0.0,0.5232,1.0000,0.1573,5.9765
902,18,table-0575-375,professional wrestlers,2,2,22,3,15,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.3366,1.0,0.1203,12.0285,0.0,0.0,0.0,0.0,0.3795,1.0000,0.1121,8.5196
903,18,table-0575-346,professional wrestlers,2,2,22,3,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.6965,1.0,0.2464,11.3341,0.0,0.0,0.0,0.0,0.6280,1.0000,0.1614,7.1000
904,18,table-1526-869,professional wrestlers,2,2,22,2,6,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4618,1.0,0.1546,5.2558,0.0,0.0,0.0,0.0,0.4988,1.0000,0.1357,3.7988
905,18,table-0575-330,professional wrestlers,2,2,22,3,6,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5399,1.0,0.1775,9.9403,0.0,0.0,0.0,0.0,0.5076,1.0000,0.1286,6.4276
906,18,table-1526-873,professional wrestlers,2,2,22,2,7,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5526,1.0,0.1777,6.3974,0.0,0.0,0.0,0.0,0.5653,1.0000,0.1494,4.7803
907,18,table-0588-469,professional wrestlers,2,2,22,3,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5029,1.0,0.1761,6.3409,0.0,0.0,0.0,0.0,0.4396,1.0000,0.1282,4.1020
908,18,table-0575-338,professional wrestlers,2,2,22,3,18,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4557,1.0,0.1355,14.3641,0.0,0.0,0.0,0.0,0.5405,1.0000,0.1336,10.6904
909,18,table-1526-871,professional wrestlers,2,2,22,2,30,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.3139,1.0,0.0966,7.7317,0.0,0.0,0.0,0.0,0.4237,1.0000,0.1043,6.4650
910,18,table-1134-830,professional wrestlers,2,2,22,3,17,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.3321,1.0,0.1011,9.2968,0.1356,0.7071,1.4142,0.1179,0.5049,1.0000,0.1232,7.6403
911,18,table-0493-911,professional wrestlers,2,2,22,4,18,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.3072,1.0,0.1063,9.7833,0.0,0.0,0.0,0.0,0.3231,1.0000,0.0927,7.0465
912,18,table-0148-534,professional wrestlers,1,2,22,3,10,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.6495,1.0,0.2434,19.9547,0.0536,0.1491,0.1491,0.0248,0.5778,1.0000,0.1478,11.8238
913,18,table-0757-699,professional wrestlers,1,2,22,6,13,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.36200000000000004,1.0,0.1129,13.3195,0.0904,0.3536,0.9653,0.0804,0.4384,1.0000,0.1225,9.8005
914,18,table-1526-875,professional wrestlers,1,2,22,2,1,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5976,1.0,0.2117,3.81,0.0,0.0,0.0,0.0,0.6511,1.0000,0.2164,3.0294
915,18,table-0494-402,professional wrestlers,1,2,22,6,6,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4685,1.0,0.1453,8.4256,0.0,0.0,0.0,0.0,0.4525,1.0000,0.1082,5.4117
916,18,table-0016-437,professional wrestlers,0,2,22,4,16,2,2,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4609,1.0,0.1639,76.7205,0.0,0.0,0.0,0.0,0.2846,1.0000,0.0670,31.0809
917,18,table-0176-451,professional wrestlers,0,2,22,2,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.6525,1.0,0.2696,11.8616,0.0,0.0,0.0,0.0,0.5960,1.0000,0.1642,7.5530
918,18,table-0307-810,professional wrestlers,0,2,22,5,26,2,2,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.4089,1.0,0.1234,8.3933,0.0,0.0,0.0,0.0,0.3688,1.0000,0.0869,4.5180
919,18,table-1648-90,professional wrestlers,0,2,22,2,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5855,1.0,0.22699999999999998,9.5332,0.0,0.0,0.0,0.0,0.4995,1.0000,0.1267,5.5727
920,18,table-0016-334,professional wrestlers,0,2,22,2,4,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5479,1.0,0.2111,10.1326,0.0536,0.1291,0.1291,0.043,0.4749,1.0000,0.1171,5.6210
921,18,table-1068-261,professional wrestlers,0,2,22,2,5,0,1,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5088,1.0,0.2016,9.6752,0.0,0.0,0.0,0.0,0.4234,1.0000,0.1046,5.0185
922,18,table-1060-400,professional wrestlers,0,2,22,2,5,0,1,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5209,1.0,0.2013,9.2593,0.0,0.0,0.0,0.0,0.4483,1.0000,0.1071,4.9246
923,18,table-1014-375,professional wrestlers,0,2,22,1,0,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.769,1.0,0.429,1.7159,0.0,0.0,0.0,0.0,0.7969,1.0000,0.3587,1.4350
924,18,table-0735-5,professional wrestlers,0,2,22,5,7,2,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.6489,1.0,0.2691,12.9161,0.0,0.0,0.0,0.0,0.6046,1.0000,0.1673,8.3656
925,18,table-1587-556,professional wrestlers,0,2,22,2,2,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5743,1.0,0.2364,8.5104,0.0,0.0,0.0,0.0,0.4869,1.0000,0.1320,5.0144
926,18,table-0286-985,professional wrestlers,0,2,22,6,3,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5126,1.0,0.1877,7.5082,0.0,0.0,0.0,0.0,0.4716,1.0000,0.1123,4.2690
927,18,table-0328-61,professional wrestlers,0,2,22,5,4,0,0,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5916,1.0,0.193,6.9471,0.0,0.0,0.0,0.0,0.5088,1.0000,0.1350,4.0495
928,18,table-0257-265,professional wrestlers,0,2,22,2,4,0,1,11.8147,12.3545,12.3545,17.3536,10.0931,8.6138,0.5574,1.0,0.2186,11.3677,0.0,0.0,0.0,0.0,0.4371,1.0000,0.1091,5.6747
929,19,table-1604-500,company income statements,2,3,25,10,12,2,2,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6937,1.0,0.2744,25.5182,0.0,0.0,0.0,0.0,0.4181,1.0000,0.0991,9.2161
930,19,table-0837-242,company income statements,2,3,25,5,11,0,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7512,1.0,0.2653,20.691,0.0,0.0,0.0,0.0,0.5450,1.0000,0.1365,10.2362
931,19,table-0836-302,company income statements,2,3,25,5,10,0,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7513,1.0,0.2743,12.3454,0.0,0.0,0.0,0.0,0.5894,1.0000,0.1702,7.1463
932,19,table-0836-301,company income statements,2,3,25,5,10,0,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7387,1.0,0.2705,11.3606,0.0,0.0,0.0,0.0,0.5794,1.0000,0.1681,6.5560
933,19,table-0853-133,company income statements,2,3,25,4,10,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6934,1.0,0.2498,11.2419,0.0,0.0,0.0,0.0,0.5373,1.0000,0.1592,6.6877
934,19,table-0578-304,company income statements,1,3,25,2,3,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.836,1.0,0.3938,15.3578,0.0,0.0,0.0,0.0,0.7419,1.0000,0.2536,9.8887
935,19,table-0292-548,company income statements,1,3,25,4,7,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8325,1.0,0.3629,16.3326,0.0,0.0,0.0,0.0,0.6289,1.0000,0.1722,7.7503
936,19,table-1453-183,company income statements,1,3,25,3,2,2,2,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7686,1.0,0.3482,10.4462,0.0,0.0,0.0,0.0,0.5764,1.0000,0.1932,5.7955
937,19,table-0009-819,company income statements,1,3,25,2,17,4,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8477,1.0,0.3719,26.7754,0.0426,0.1091,0.1091,0.0073,0.7048,1.0000,0.1976,14.2279
938,19,table-0432-545,company income statements,1,3,25,6,17,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.753,1.0,0.2707,63.3333,0.0,0.0,0.0,0.0,0.4669,1.0000,0.1039,24.0087
939,19,table-1387-379,company income statements,0,3,25,3,9,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7769,1.0,0.3049,26.526999999999997,0.0,0.0,0.0,0.0,0.5376,1.0000,0.1350,12.1469
940,19,table-1643-299,company income statements,0,3,25,5,21,0,4,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7837,1.0,0.2982,185.2104,0.0,0.0,0.0,0.0,0.4835,1.0000,0.0971,60.3134
941,19,table-1069-733,company income statements,0,3,25,6,118,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6844,1.0,0.205,885.5124,0.0,0.0,0.0,0.0,0.3868,1.0000,0.0685,277.7892
942,19,table-1388-434,company income statements,0,3,25,4,6,0,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7643,1.0,0.2908,109.9345,0.0,0.0,0.0,0.0,0.5226,1.0000,0.1174,44.3888
943,19,table-1508-452,company income statements,0,3,25,2,5,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8059,1.0,0.3423,24.643,0.0224,0.1667,0.1667,0.0083,0.6355,1.0000,0.1648,11.8690
944,19,table-1630-520,company income statements,0,3,25,9,20,1,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.5379999999999999,1.0,0.1775,9.0517,0.0,0.0,0.0,0.0,0.3107,1.0000,0.0868,3.6460
945,19,table-1069-756,company income statements,0,3,25,6,146,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6612,1.0,0.1891,870.4015,0.0,0.0,0.0,0.0,0.3708,1.0000,0.0643,275.8198
946,19,table-1630-157,company income statements,0,3,25,7,5,3,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6945,1.0,0.2968,16.0258,0.317,1.0,1.0,0.05,0.4609,1.0000,0.1265,6.8323
947,19,table-0090-107,company income statements,0,3,25,10,12,2,2,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7064,1.0,0.2829,27.1547,0.0,0.0,0.0,0.0,0.4608,1.0000,0.1065,10.2201
948,19,table-0009-911,company income statements,0,3,25,2,3,1,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6368,1.0,0.2281,7.5288,0.0,0.0,0.0,0.0,0.4210,1.0000,0.1019,3.3635
949,19,table-1393-11,company income statements,0,3,25,2,3,1,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6497,1.0,0.2721,6.5316,0.0,0.0,0.0,0.0,0.4506,1.0000,0.1429,3.4289
950,19,table-1605-522,company income statements,0,3,25,5,4,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7709999999999999,1.0,0.3256,19.5358,0.392,0.7582,1.5164,0.1011,0.5660,1.0000,0.1433,8.5972
951,19,table-1535-121,company income statements,0,3,25,4,12,3,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.488,1.0,0.1819,14.1876,0.0,0.0,0.0,0.0,0.1824,1.0000,0.0537,4.0293
952,19,table-0985-716,company income statements,0,3,25,5,172,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.2915,1.0,0.0914,64.1507,0.0,0.0,0.0,0.0,0.1666,1.0000,0.0385,20.7711
953,19,table-0016-393,company income statements,0,3,25,5,39,1,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.5606,1.0,0.1843,133.8184,0.0,0.0,0.0,0.0,0.2170,1.0000,0.0448,31.3166
954,19,table-0540-631,company income statements,0,3,25,4,171,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8075,1.0,0.28600000000000003,260.8087,0.0243,0.063,0.063,0.0031,0.5701,1.0000,0.1188,108.3543
955,19,table-1453-180,company income statements,0,3,25,2,2,0,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8079999999999999,1.0,0.318,29.5728,0.0,0.0,0.0,0.0,0.5459,1.0000,0.1384,13.2845
956,19,table-1453-184,company income statements,0,3,25,4,6,2,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7985,1.0,0.3182,21.9534,0.0,0.0,0.0,0.0,0.5363,1.0000,0.1380,9.1055
957,19,table-0477-224,company income statements,0,3,25,6,48,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.723,1.0,0.2527,81.1206,0.0,0.0,0.0,0.0,0.4687,1.0000,0.0977,31.0619
958,19,table-1407-963,company income statements,0,3,25,5,15,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6051,1.0,0.1956,30.5102,0.0,0.0,0.0,0.0,0.3724,1.0000,0.0852,13.0282
959,19,table-1352-415,company income statements,0,3,25,4,14,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.5801,1.0,0.1547,23.6754,0.0,0.0,0.0,0.0,0.4297,1.0000,0.0941,12.1366
960,19,table-1352-420,company income statements,0,3,25,4,9,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6759,1.0,0.1949,22.2214,0.0243,0.063,0.063,0.0031,0.5450,1.0000,0.1338,12.4471
961,19,table-0388-272,company income statements,0,3,25,3,56,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8115,1.0,0.2936,103.9379,0.0,0.0,0.0,0.0,0.5927,1.0000,0.1284,45.4602
962,19,table-0922-919,company income statements,0,3,25,3,11,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7784,1.0,0.3036,23.6771,0.1414,0.4082,0.4082,0.0272,0.5511,1.0000,0.1494,11.6536
963,19,table-0189-547,company income statements,0,3,25,2,7,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7369,1.0,0.2484,22.3566,0.0,0.0,0.0,0.0,0.4994,1.0000,0.1249,10.8666
964,19,table-0798-223,company income statements,0,3,25,4,26,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.389,1.0,0.113,25.4325,0.0,0.0,0.0,0.0,0.2382,1.0000,0.0533,9.7467
965,19,table-0543-163,company income statements,0,3,25,3,4,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7893,1.0,0.3078,25.8582,0.0,0.0,0.0,0.0,0.5899,1.0000,0.1609,13.0351
966,19,table-1069-764,company income statements,0,3,25,6,46,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7131,1.0,0.2181,438.4025,0.0,0.0,0.0,0.0,0.4235,1.0000,0.0764,145.1191
967,19,table-0988-26,company income statements,0,3,25,2,31,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7204,1.0,0.2427,54.6083,0.0,0.0,0.0,0.0,0.4751,1.0000,0.1038,22.1086
968,19,table-0062-22,company income statements,0,3,25,12,5,0,5,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6824,1.0,0.2604,21.0937,0.0,0.0,0.0,0.0,0.4614,1.0000,0.1161,9.4051
969,19,table-1069-716,company income statements,0,3,25,6,65,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6891,1.0,0.2128,736.1593,0.0,0.0,0.0,0.0,0.3813,1.0000,0.0674,223.5695
970,19,table-0952-814,company income statements,0,3,25,2,27,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7515,1.0,0.2737,54.2003,0.0,0.0,0.0,0.0,0.4973,1.0000,0.1082,21.0959
971,19,table-1352-406,company income statements,0,3,25,4,55,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.5925,1.0,0.1544,89.3815,0.0,0.0,0.0,0.0,0.4215,1.0000,0.0865,44.8847
972,19,table-1539-316,company income statements,0,3,25,3,6,0,6,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.5109,1.0,0.2032,19.5078,0.0,0.0,0.0,0.0,0.1920,1.0000,0.0664,6.3751
973,19,table-0934-853,company income statements,0,3,25,3,55,0,1,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8142,1.0,0.2937,196.4827,0.0,0.0,0.0,0.0,0.5791,1.0000,0.1236,81.9749
974,19,table-1243-488,company income statements,0,3,25,7,33,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6067,1.0,0.2167,47.4632,0.0,0.0,0.0,0.0,0.3841,1.0000,0.0927,19.4630
975,19,table-1083-588,company income statements,0,3,25,8,7,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.662,1.0,0.2463,19.9483,0.0,0.0,0.0,0.0,0.3464,1.0000,0.0851,6.8932
976,19,table-0747-199,company income statements,0,3,25,2,7,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.4629,1.0,0.2049,6.7628,0.0,0.0,0.0,0.0,0.3158,1.0000,0.1008,2.7221
977,19,table-0944-63,company income statements,0,3,25,6,54,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.8225,1.0,0.3153,108.7731,0.0,0.0,0.0,0.0,0.6245,1.0000,0.1402,47.5409
978,19,table-0649-521,company income statements,0,3,25,3,6,0,5,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.5815,1.0,0.2243,19.5121,0.0,0.0,0.0,0.0,0.2657,1.0000,0.0794,6.9075
979,19,table-1453-178,company income statements,0,3,25,9,5,0,0,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.7774,1.0,0.3148,82.1736,0.0,0.0,0.0,0.0,0.5183,1.0000,0.1151,30.3752
980,19,table-1322-652,company income statements,0,3,25,3,7,0,7,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.4971,1.0,0.2015,20.5502,0.0,0.0,0.0,0.0,0.1715,1.0000,0.0612,6.2390
981,19,table-0258-771,company income statements,0,3,25,2,43,0,37,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6308,1.0,0.2268,10.8862,0.0,0.0,0.0,0.0,0.3859,1.0000,0.1065,4.7936
982,19,table-0025-65,company income statements,0,3,25,4,26,3,3,22.4732,21.7097,21.8532,26.0304,13.4791,13.1215,0.6209,1.0,0.2111,138.6747,0.0,0.0,0.0,0.0,0.3517,1.0000,0.0716,46.8410
983,20,table-1628-969,dog breeds,2,2,10,3,10,0,1,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8432,1.0,0.4269,14.514000000000001,0.0,0.0,0.0,0.0,0.7679,1.0000,0.2968,10.0926
984,20,table-1628-972,dog breeds,2,2,10,2,10,0,2,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8694,1.0,0.4425,10.6202,0.0,0.0,0.0,0.0,0.7698,1.0000,0.2682,6.4364
985,20,table-1628-975,dog breeds,2,2,10,2,10,0,2,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8694,1.0,0.4425,10.6202,0.0,0.0,0.0,0.0,0.7698,1.0000,0.2682,6.4364
986,20,table-1628-974,dog breeds,2,2,10,3,10,0,1,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8356,1.0,0.4093,15.5522,0.0,0.0,0.0,0.0,0.7570,1.0000,0.2746,10.4335
987,20,table-0552-213,dog breeds,2,2,10,5,3,0,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8507,1.0,0.4215,8.4293,0.0,0.0,0.0,0.0,0.7917,1.0000,0.3124,6.2486
988,20,table-0202-12,dog breeds,2,2,10,4,12,4,4,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8249,1.0,0.3572,27.8652,0.0,0.0,0.0,0.0,0.7818,1.0000,0.2657,20.7282
989,20,table-1531-714,dog breeds,2,2,10,2,26,4,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.6455,1.0,0.3552,13.4962,0.0426,0.0527,0.0527,0.0132,0.7268,1.0000,0.3379,11.4881
990,20,table-1628-970,dog breeds,2,2,10,3,10,0,1,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.888,1.0,0.4809,10.5789,0.0,0.0,0.0,0.0,0.8168,1.0000,0.3237,7.1211
991,20,table-1531-715,dog breeds,2,2,10,2,24,5,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.6909,1.0,0.3479,9.0459,0.0393,0.0527,0.0527,0.0088,0.7253,1.0000,0.3259,7.8204
992,20,table-0552-212,dog breeds,2,2,10,5,11,0,2,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.7995,1.0,0.3646,15.3128,0.0,0.0,0.0,0.0,0.7432,1.0000,0.2801,11.7630
993,20,table-0636-282,dog breeds,2,2,10,3,4,0,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.596,1.0,0.29600000000000004,5.3283,0.4901,0.7071,1.4142,0.1414,0.4910,1.0000,0.2255,3.6087
994,20,table-1628-977,dog breeds,2,2,10,2,10,0,1,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8096,1.0,0.3649,12.4072,0.0,0.0,0.0,0.0,0.7176,1.0000,0.2402,8.1659
995,20,table-0232-312,dog breeds,2,2,10,5,27,6,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.7542,1.0,0.3113,42.9551,0.0,0.0,0.0,0.0,0.6459,1.0000,0.1972,26.0315
996,20,table-1591-498,dog breeds,2,2,10,10,486,61,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.6557,1.0,0.2302,107.7459,0.0,0.0,0.0,0.0,0.5924,1.0000,0.1882,77.5413
997,20,table-1628-976,dog breeds,2,2,10,3,10,0,2,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.856,1.0,0.4152,13.2874,0.0,0.0,0.0,0.0,0.7787,1.0000,0.2721,8.7065
998,20,table-1628-971,dog breeds,2,2,10,3,10,0,2,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.856,1.0,0.4152,13.2874,0.0,0.0,0.0,0.0,0.7787,1.0000,0.2721,8.7065
999,20,table-0591-410,dog breeds,2,2,10,5,37,1,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.715,1.0,0.2774,42.7241,0.0,0.0,0.0,0.0,0.6284,1.0000,0.1699,24.7981
1000,20,table-1628-973,dog breeds,2,2,10,3,10,0,1,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.8504,1.0,0.4211,15.1602,0.0,0.0,0.0,0.0,0.7786,1.0000,0.2871,10.3352
1001,20,table-1051-395,dog breeds,2,2,10,5,59,2,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.7566,1.0,0.3017,25.3393,0.0,0.0,0.0,0.0,0.6904,1.0000,0.2324,18.1266
1002,20,table-0397-907,dog breeds,2,2,10,7,7,0,0,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.659,1.0,0.2621,20.4469,0.0,0.0,0.0,0.0,0.5900,1.0000,0.1681,12.1014
1003,20,table-1168-285,dog breeds,2,2,10,7,33,8,7,10.1223,11.9674,11.6861,17.3536,9.9146,8.2624,0.7433,1.0,0.2865,47.5567,0.0,0.0,0.0,0.0,0.5904,1.0000,0.1804,28.1381
